1,2013-07-25 00:00:00.0,CLOSED
2,2013-07-25 00:00:00.0,PENDING_PAYMENT
3,2013-07-25 00:00:00.0,COMPLETE
4,2013-07-25 00:00:00.0,CLOSED
5,2013-07-25 00:00:00.0,COMPLETE
6,2013-07-25 00:00:00.0,COMPLETE
7,2013-07-25 00:00:00.0,COMPLETE
8,2013-07-25 00:00:00.0,PROCESSING
9,2013-07-25 00:00:00.0,PENDING_PAYMENT
10,2013-07-25 00:00:00.0,PENDING_PAYMENT
11,2013-07-25 00:00:00.0,PAYMENT_REVIEW
12,2013-07-25 00:00:00.0,CLOSED
13,2013-07-25 00:00:00.0,PENDING_PAYMENT
14,2013-07-25 00:00:00.0,PROCESSING
15,2013-07-25 00:00:00.0,COMPLETE
16,2013-07-25 00:00:00.0,PENDING_PAYMENT
17,2013-07-25 00:00:00.0,COMPLETE
18,2013-07-25 00:00:00.0,CLOSED
19,2013-07-25 00:00:00.0,PENDING_PAYMENT
20,2013-07-25 00:00:00.0,PROCESSING
21,2013-07-25 00:00:00.0,PENDING
22,2013-07-25 00:00:00.0,COMPLETE
23,2013-07-25 00:00:00.0,PENDING_PAYMENT
24,2013-07-25 00:00:00.0,CLOSED
25,2013-07-25 00:00:00.0,CLOSED
26,2013-07-25 00:00:00.0,COMPLETE
27,2013-07-25 00:00:00.0,PENDING_PAYMENT
28,2013-07-25 00:00:00.0,COMPLETE
29,2013-07-25 00:00:00.0,PROCESSING
30,2013-07-25 00:00:00.0,PENDING_PAYMENT
31,2013-07-25 00:00:00.0,PAYMENT_REVIEW
32,2013-07-25 00:00:00.0,COMPLETE
33,2013-07-25 00:00:00.0,PENDING_PAYMENT
34,2013-07-25 00:00:00.0,PROCESSING
35,2013-07-25 00:00:00.0,COMPLETE
36,2013-07-25 00:00:00.0,PENDING
37,2013-07-25 00:00:00.0,CLOSED
38,2013-07-25 00:00:00.0,PROCESSING
39,2013-07-25 00:00:00.0,PENDING
40,2013-07-25 00:00:00.0,PENDING_PAYMENT
41,2013-07-25 00:00:00.0,PENDING_PAYMENT
42,2013-07-25 00:00:00.0,PENDING
43,2013-07-25 00:00:00.0,PENDING_PAYMENT
44,2013-07-25 00:00:00.0,PENDING
45,2013-07-25 00:00:00.0,COMPLETE
46,2013-07-25 00:00:00.0,ON_HOLD
