25876,2014-01-01 00:00:00.0,PENDING_PAYMENT
25877,2014-01-01 00:00:00.0,PENDING_PAYMENT
25878,2014-01-01 00:00:00.0,PENDING
25879,2014-01-01 00:00:00.0,PENDING
25880,2014-01-01 00:00:00.0,CANCELED
25881,2014-01-01 00:00:00.0,PENDING_PAYMENT
25882,2014-01-01 00:00:00.0,COMPLETE
25883,2014-01-01 00:00:00.0,PENDING
25884,2014-01-01 00:00:00.0,PENDING_PAYMENT
25885,2014-01-01 00:00:00.0,PENDING
25886,2014-01-01 00:00:00.0,PROCESSING
25887,2014-01-01 00:00:00.0,PENDING
25888,2014-01-01 00:00:00.0,COMPLETE
25889,2014-01-01 00:00:00.0,COMPLETE
25890,2014-01-01 00:00:00.0,PENDING
25891,2014-01-01 00:00:00.0,CLOSED
25892,2014-01-01 00:00:00.0,ON_HOLD
25893,2014-01-01 00:00:00.0,PENDING_PAYMENT
25894,2014-01-01 00:00:00.0,PROCESSING
25895,2014-01-01 00:00:00.0,COMPLETE
25896,2014-01-01 00:00:00.0,PENDING_PAYMENT
25897,2014-01-01 00:00:00.0,COMPLETE
25898,2014-01-01 00:00:00.0,COMPLETE
25899,2014-01-01 00:00:00.0,CLOSED
25900,2014-01-01 00:00:00.0,CLOSED
25901,2014-01-01 00:00:00.0,COMPLETE
25902,2014-01-01 00:00:00.0,COMPLETE
25903,2014-01-01 00:00:00.0,PENDING_PAYMENT
25904,2014-01-01 00:00:00.0,PENDING_PAYMENT
25905,2014-01-01 00:00:00.0,PROCESSING
25906,2014-01-01 00:00:00.0,PENDING_PAYMENT
25907,2014-01-01 00:00:00.0,COMPLETE
25908,2014-01-01 00:00:00.0,PENDING
25909,2014-01-01 00:00:00.0,PENDING_PAYMENT
25910,2014-01-01 00:00:00.0,PENDING_PAYMENT
25911,2014-01-01 00:00:00.0,PAYMENT_REVIEW
25912,2014-01-01 00:00:00.0,CANCELED
25913,2014-01-01 00:00:00.0,COMPLETE
25914,2014-01-01 00:00:00.0,COMPLETE
25915,2014-01-01 00:00:00.0,COMPLETE
25916,2014-01-01 00:00:00.0,COMPLETE
25917,2014-01-01 00:00:00.0,ON_HOLD
25918,2014-01-01 00:00:00.0,COMPLETE
25919,2014-01-01 00:00:00.0,COMPLETE
25920,2014-01-01 00:00:00.0,COMPLETE
25921,2014-01-01 00:00:00.0,COMPLETE
25922,2014-01-01 00:00:00.0,COMPLETE
25923,2014-01-01 00:00:00.0,PENDING_PAYMENT
25924,2014-01-01 00:00:00.0,COMPLETE
25925,2014-01-01 00:00:00.0,PENDING_PAYMENT
25926,2014-01-01 00:00:00.0,COMPLETE
25927,2014-01-01 00:00:00.0,COMPLETE
25928,2014-01-01 00:00:00.0,PENDING_PAYMENT
25929,2014-01-01 00:00:00.0,PENDING
25930,2014-01-01 00:00:00.0,PENDING_PAYMENT
25931,2014-01-01 00:00:00.0,PROCESSING
25932,2014-01-01 00:00:00.0,CLOSED
25933,2014-01-01 00:00:00.0,COMPLETE
25934,2014-01-01 00:00:00.0,COMPLETE
25935,2014-01-01 00:00:00.0,CLOSED
25936,2014-01-01 00:00:00.0,COMPLETE
25937,2014-01-01 00:00:00.0,PENDING_PAYMENT
25938,2014-01-01 00:00:00.0,ON_HOLD
